"FUNC-ID","page","route","element","text","action","expected","actual","status","console","network"
"FUNC-0306","AI助手/智能问答","/assistant/assistant-chat","li/menuitem","知识库","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0307","AI助手/智能问答","/assistant/assistant-chat","li/menuitem","任务中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0308","AI助手/智能问答","/assistant/assistant-chat","li/menuitem","系统设置","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0309","AI助手/智能问答","/assistant/assistant-chat","button/button","快捷操作","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0310","AI助手/智能问答","/assistant/assistant-chat","button/button","收起菜单","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0311","AI助手/智能问答","/assistant/assistant-chat","button/button","开发者信息","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0312","AI助手/智能问答","/assistant/assistant-chat","button/button","新建对话","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0313","AI助手/智能问答","/assistant/assistant-chat","input/input","搜索会话标题或内容","input","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0314","AI助手/智能问答","/assistant/assistant-chat","button/button","请依据知识库说明购电策略与风险复核规则，并给出知识引用。 08-13 03:20 进行中","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0315","AI助手/智能问答","/assistant/assistant-chat","a/link","查看全部历史记录 →","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0316","AI助手/智能问答","/assistant/assistant-chat","a/link","换一批","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0317","AI助手/智能问答","/assistant/assistant-chat","button/button","当前电力供需如何","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0318","AI助手/智能问答","/assistant/assistant-chat","button/button","明日分时电价预测","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0319","AI助手/智能问答","/assistant/assistant-chat","button/button","新能源出力预测","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0320","AI助手/智能问答","/assistant/assistant-chat","button/button","高峰时段负荷预测","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0321","AI助手/智能问答","/assistant/assistant-chat","button/button","建议购电策略","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0322","AI助手/智能问答","/assistant/assistant-chat","button/button","风险识别与评估","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0323","AI助手/智能问答","/assistant/assistant-chat","button/button","生成交易报告","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0324","AI助手/智能问答","/assistant/assistant-chat","button/button","政策解读与影响","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0325","AI助手/智能问答","/assistant/assistant-chat","button/button","经营分析","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0326","AI助手/智能问答","/assistant/assistant-chat","button/button","专业解读","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0327","AI助手/智能问答","/assistant/assistant-chat","button/button","通俗解释","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0328","AI助手/智能问答","/assistant/assistant-chat","button/button","业务建议","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0329","AI助手/智能问答","/assistant/assistant-chat","button/button","报告摘要","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0330","AI助手/智能问答","/assistant/assistant-chat","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0331","AI助手/智能问答","/assistant/assistant-chat","button/button","导出本次会话","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0332","AI助手/智能问答","/assistant/assistant-chat","button/button","查看分时电价预测","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0333","AI助手/智能问答","/assistant/assistant-chat","button/button","解释高价风险原因","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0334","AI助手/智能问答","/assistant/assistant-chat","button/button","生成购电建议方案","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0335","AI助手/智能问答","/assistant/assistant-chat","button/button","对比历史同期情况","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0336","AI助手/智能问答","/assistant/assistant-chat","button/button","生成完整分析报告","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0337","AI助手/智能问答","/assistant/assistant-chat","textarea/textarea","请输入您的问题，Shift + Enter 换行，Enter 发送","interact","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0338","AI助手/智能问答","/assistant/assistant-chat","input/combobox","AI 对话模型","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0339","AI助手/智能问答","/assistant/assistant-chat","button/button","上传附件","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0340","AI助手/智能问答","/assistant/assistant-chat","button/button","引用数据","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0341","AI助手/智能问答","/assistant/assistant-chat","button/button","截图/图表","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0342","AI助手/智能问答","/assistant/assistant-chat","button/button","发送","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0343","AI助手/智能问答","/assistant/assistant-chat","button/button","查看全部","click","保持明确禁用态，不触发未授权或缺少上下文的动作","页面明确 disabled，状态与权限/上下文边界一致","Disabled-by-design","N/A","N/A"
"FUNC-0344","AI助手/智能问答","/assistant/assistant-chat","button/button","查看全部","click","保持明确禁用态，不触发未授权或缺少上下文的动作","页面明确 disabled，状态与权限/上下文边界一致","Disabled-by-design","N/A","N/A"
"FUNC-0345","AI助手/智能问答","/assistant/assistant-chat","button/button","生成购电策略","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0346","AI助手/智能问答","/assistant/assistant-chat","button/button","进行风险评估","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0347","AI助手/智能问答","/assistant/assistant-chat","button/button","对比历史同期","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0348","AI助手/智能问答","/assistant/assistant-chat","button/button","生成日报报告","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0349","AI助手/工具","/assistant/assistant-tools","input/combobox","","select","保持明确禁用态，不触发未授权或缺少上下文的动作","页面明确 disabled，状态与权限/上下文边界一致","Disabled-by-design","N/A","N/A"
"FUNC-0350","AI助手/工具","/assistant/assistant-tools","button/button","通知中心","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0351","AI助手/工具","/assistant/assistant-tools","button/button","帮助中心","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0352","AI助手/工具","/assistant/assistant-tools","button/button","刷新当前视图","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0353","AI助手/工具","/assistant/assistant-tools","button/button","最终验收管理员 A admin","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0354","AI助手/工具","/assistant/assistant-tools","li/menuitem","首页","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0355","AI助手/工具","/assistant/assistant-tools","li/menuitem","数据中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0356","AI助手/工具","/assistant/assistant-tools","li/menuitem","预测中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0357","AI助手/工具","/assistant/assistant-tools","li/menuitem","策略中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0358","AI助手/工具","/assistant/assistant-tools","li/menuitem","AI 助手","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0359","AI助手/工具","/assistant/assistant-tools","li/menuitem","报告中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0360","AI助手/工具","/assistant/assistant-tools","li/menuitem","模型中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0361","AI助手/工具","/assistant/assistant-tools","li/menuitem","知识库","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0362","AI助手/工具","/assistant/assistant-tools","li/menuitem","任务中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0363","AI助手/工具","/assistant/assistant-tools","li/menuitem","系统设置","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0364","AI助手/工具","/assistant/assistant-tools","button/button","快捷操作","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0365","AI助手/工具","/assistant/assistant-tools","button/button","收起菜单","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0366","AI助手/工具","/assistant/assistant-tools","button/button","开发者信息","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0367","AI助手/工具","/assistant/assistant-tools","button/button","新建对话","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0368","AI助手/工具","/assistant/assistant-tools","input/input","搜索会话标题或内容","input","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0369","AI助手/工具","/assistant/assistant-tools","button/button","请依据知识库说明购电策略与风险复核规则，并给出知识引用。 08-13 03:20 进行中","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0370","AI助手/工具","/assistant/assistant-tools","a/link","查看全部历史记录 →","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0371","AI助手/工具","/assistant/assistant-tools","a/link","换一批","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0372","AI助手/工具","/assistant/assistant-tools","button/button","当前电力供需如何","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0373","AI助手/工具","/assistant/assistant-tools","button/button","明日分时电价预测","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0374","AI助手/工具","/assistant/assistant-tools","button/button","新能源出力预测","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0375","AI助手/工具","/assistant/assistant-tools","button/button","高峰时段负荷预测","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0376","AI助手/工具","/assistant/assistant-tools","button/button","建议购电策略","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0377","AI助手/工具","/assistant/assistant-tools","button/button","风险识别与评估","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0378","AI助手/工具","/assistant/assistant-tools","button/button","生成交易报告","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0379","AI助手/工具","/assistant/assistant-tools","button/button","政策解读与影响","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0380","AI助手/工具","/assistant/assistant-tools","button/button","经营分析","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0381","AI助手/工具","/assistant/assistant-tools","button/button","专业解读","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0382","AI助手/工具","/assistant/assistant-tools","button/button","通俗解释","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0383","AI助手/工具","/assistant/assistant-tools","button/button","业务建议","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0384","AI助手/工具","/assistant/assistant-tools","button/button","报告摘要","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0385","AI助手/工具","/assistant/assistant-tools","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0386","AI助手/工具","/assistant/assistant-tools","button/button","导出本次会话","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0387","AI助手/工具","/assistant/assistant-tools","button/button","查看分时电价预测","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0388","AI助手/工具","/assistant/assistant-tools","button/button","解释高价风险原因","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0389","AI助手/工具","/assistant/assistant-tools","button/button","生成购电建议方案","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0390","AI助手/工具","/assistant/assistant-tools","button/button","对比历史同期情况","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0391","AI助手/工具","/assistant/assistant-tools","button/button","生成完整分析报告","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0392","AI助手/工具","/assistant/assistant-tools","textarea/textarea","请输入您的问题，Shift + Enter 换行，Enter 发送","interact","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0393","AI助手/工具","/assistant/assistant-tools","input/combobox","AI 对话模型","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0394","AI助手/工具","/assistant/assistant-tools","button/button","上传附件","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0395","AI助手/工具","/assistant/assistant-tools","button/button","引用数据","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0396","AI助手/工具","/assistant/assistant-tools","button/button","截图/图表","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0397","AI助手/工具","/assistant/assistant-tools","button/button","发送","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0398","AI助手/工具","/assistant/assistant-tools","button/button","查看全部","click","保持明确禁用态，不触发未授权或缺少上下文的动作","页面明确 disabled，状态与权限/上下文边界一致","Disabled-by-design","N/A","N/A"
"FUNC-0399","AI助手/工具","/assistant/assistant-tools","button/button","查看全部","click","保持明确禁用态，不触发未授权或缺少上下文的动作","页面明确 disabled，状态与权限/上下文边界一致","Disabled-by-design","N/A","N/A"
"FUNC-0400","AI助手/工具","/assistant/assistant-tools","button/button","生成购电策略","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0401","AI助手/工具","/assistant/assistant-tools","button/button","进行风险评估","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0402","AI助手/工具","/assistant/assistant-tools","button/button","对比历史同期","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0403","AI助手/工具","/assistant/assistant-tools","button/button","生成日报报告","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0404","AI助手/Trace","/assistant/assistant-trace","input/combobox","","select","保持明确禁用态，不触发未授权或缺少上下文的动作","页面明确 disabled，状态与权限/上下文边界一致","Disabled-by-design","N/A","N/A"
"FUNC-0405","AI助手/Trace","/assistant/assistant-trace","button/button","通知中心","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0406","AI助手/Trace","/assistant/assistant-trace","button/button","帮助中心","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0407","AI助手/Trace","/assistant/assistant-trace","button/button","刷新当前视图","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0408","AI助手/Trace","/assistant/assistant-trace","button/button","最终验收管理员 A admin","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0409","AI助手/Trace","/assistant/assistant-trace","li/menuitem","首页","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0410","AI助手/Trace","/assistant/assistant-trace","li/menuitem","数据中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0411","AI助手/Trace","/assistant/assistant-trace","li/menuitem","预测中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0412","AI助手/Trace","/assistant/assistant-trace","li/menuitem","策略中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0413","AI助手/Trace","/assistant/assistant-trace","li/menuitem","AI 助手","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0414","AI助手/Trace","/assistant/assistant-trace","li/menuitem","报告中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0415","AI助手/Trace","/assistant/assistant-trace","li/menuitem","模型中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0416","AI助手/Trace","/assistant/assistant-trace","li/menuitem","知识库","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0417","AI助手/Trace","/assistant/assistant-trace","li/menuitem","任务中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0418","AI助手/Trace","/assistant/assistant-trace","li/menuitem","系统设置","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0419","AI助手/Trace","/assistant/assistant-trace","button/button","快捷操作","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0420","AI助手/Trace","/assistant/assistant-trace","button/button","收起菜单","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0421","AI助手/Trace","/assistant/assistant-trace","button/button","开发者信息","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0422","AI助手/Trace","/assistant/assistant-trace","button/button","新建对话","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0423","AI助手/Trace","/assistant/assistant-trace","input/input","搜索会话标题或内容","input","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
